Date,Close,High,Low,Open,Volume,Symbol Stock
2015-07-13,1.9600000381469727,1.9900000095367432,1.9500000476837158,1.9700000286102295,9080900,AMD
2015-07-14,2.049999952316284,2.059999942779541,1.9700000286102295,2.0299999713897705,15812300,AMD
2015-07-15,1.9600000381469727,2.0899999141693115,1.9500000476837158,2.069999933242798,13517800,AMD
2015-07-16,1.8700000047683716,2.0,1.8700000047683716,1.9700000286102295,20653300,AMD
2015-07-17,1.7899999618530273,1.899999976158142,1.7400000095367432,1.8700000047683716,28127100,AMD
2015-07-20,1.7999999523162842,1.840000033378601,1.7699999809265137,1.8200000524520874,12142400,AMD
2015-07-21,1.7999999523162842,1.8300000429153442,1.7799999713897705,1.8200000524520874,15034500,AMD
2015-07-22,1.7899999618530273,1.809999942779541,1.7599999904632568,1.7999999523162842,16043400,AMD
2015-07-23,1.7599999904632568,1.809999942779541,1.75,1.7999999523162842,10641900,AMD
2015-07-24,1.6699999570846558,1.7699999809265137,1.649999976158142,1.7599999904632568,16478400,AMD
2015-07-27,1.6200000047683716,1.7000000476837158,1.6100000143051147,1.6699999570846558,11916500,AMD
2015-07-28,1.7699999809265137,1.7699999809265137,1.6200000047683716,1.6200000047683716,14614600,AMD
2015-07-29,1.9600000381469727,1.9900000095367432,1.7599999904632568,1.7699999809265137,25582200,AMD
2015-07-30,1.9299999475479126,1.9900000095367432,1.8799999952316284,1.940000057220459,15837400,AMD
2015-07-31,1.9299999475479126,1.9900000095367432,1.9199999570846558,1.940000057220459,7733700,AMD
2015-08-03,2.200000047683716,2.200000047683716,1.899999976158142,1.9299999475479126,26218200,AMD
2015-08-04,2.130000114440918,2.180000066757202,2.049999952316284,2.180000066757202,14328400,AMD
2015-08-05,2.1600000858306885,2.2100000381469727,2.0999999046325684,2.109999895095825,13236000,AMD
2015-08-06,2.109999895095825,2.1700000762939453,2.0999999046325684,2.1500000953674316,9475000,AMD
2015-08-07,2.0899999141693115,2.140000104904175,2.059999942779541,2.0999999046325684,7680800,AMD
2015-08-10,1.9299999475479126,1.9800000190734863,1.8200000524520874,1.9199999570846558,29926200,AMD
2015-08-11,1.899999976158142,1.9299999475479126,1.8799999952316284,1.909999966621399,7479200,AMD
2015-08-12,1.899999976158142,1.9299999475479126,1.840000033378601,1.8799999952316284,8521200,AMD
2015-08-13,1.7899999618530273,1.909999966621399,1.7899999618530273,1.899999976158142,7839700,AMD
2015-08-14,1.840000033378601,1.850000023841858,1.7899999618530273,1.7999999523162842,6183400,AMD
2015-08-17,1.7999999523162842,1.8799999952316284,1.7999999523162842,1.8200000524520874,9062400,AMD
2015-08-18,1.7999999523162842,1.8200000524520874,1.75,1.7899999618530273,9751900,AMD
2015-08-19,1.7999999523162842,1.809999942779541,1.7599999904632568,1.7999999523162842,7441200,AMD
2015-08-20,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7899999618530273,13745700,AMD
2015-08-21,1.7799999713897705,1.7999999523162842,1.6799999475479126,1.6799999475479126,12529500,AMD
2015-08-24,1.75,1.8300000429153442,1.649999976158142,1.690000057220459,17217400,AMD
2015-08-25,1.659999966621399,1.8200000524520874,1.659999966621399,1.8200000524520874,12097700,AMD
2015-08-26,1.7200000286102295,1.7300000190734863,1.659999966621399,1.690000057220459,10715300,AMD
2015-08-27,1.7799999713897705,1.840000033378601,1.7400000095367432,1.7400000095367432,11839300,AMD
2015-08-28,1.850000023841858,1.8700000047683716,1.75,1.75,10924600,AMD
2015-08-31,1.809999942779541,1.8700000047683716,1.7899999618530273,1.8200000524520874,6516000,AMD
2015-09-01,1.7100000381469727,1.8200000524520874,1.7100000381469727,1.7699999809265137,8470700,AMD
2015-09-02,1.7699999809265137,1.7699999809265137,1.7200000286102295,1.75,6306100,AMD
2015-09-03,1.7899999618530273,1.850000023841858,1.7599999904632568,1.7599999904632568,7154200,AMD
2015-09-04,1.8200000524520874,1.840000033378601,1.7599999904632568,1.7599999904632568,6725300,AMD
2015-09-08,1.8799999952316284,1.8799999952316284,1.8300000429153442,1.850000023841858,6009500,AMD
2015-09-09,1.850000023841858,1.9700000286102295,1.8300000429153442,1.899999976158142,12612300,AMD
2015-09-10,1.840000033378601,1.8799999952316284,1.8300000429153442,1.840000033378601,4290400,AMD
2015-09-11,2.009999990463257,2.140000104904175,1.809999942779541,1.8799999952316284,31010300,AMD
2015-09-14,1.8200000524520874,2.0,1.809999942779541,2.0,16458500,AMD
2015-09-15,1.8600000143051147,1.8700000047683716,1.809999942779541,1.840000033378601,6524400,AMD
2015-09-16,1.8899999856948853,1.899999976158142,1.850000023841858,1.8700000047683716,4928300,AMD
2015-09-17,1.8899999856948853,1.940000057220459,1.8700000047683716,1.899999976158142,5831600,AMD
2015-09-18,1.8700000047683716,1.9199999570846558,1.850000023841858,1.8700000047683716,11814000,AMD
2015-09-21,1.809999942779541,1.899999976158142,1.809999942779541,1.8700000047683716,5377800,AMD
2015-09-22,1.7300000190734863,1.840000033378601,1.7200000286102295,1.7999999523162842,9975200,AMD
2015-09-23,1.7000000476837158,1.7799999713897705,1.690000057220459,1.7599999904632568,9649200,AMD
2015-09-24,1.7200000286102295,1.7300000190734863,1.659999966621399,1.6799999475479126,11247700,AMD
2015-09-25,1.7100000381469727,1.75,1.6799999475479126,1.75,5644600,AMD
2015-09-28,1.659999966621399,1.7000000476837158,1.659999966621399,1.690000057220459,5693100,AMD
2015-09-29,1.6699999570846558,1.690000057220459,1.649999976158142,1.6699999570846558,7005300,AMD
2015-09-30,1.7200000286102295,1.7200000286102295,1.6799999475479126,1.7000000476837158,5739500,AMD
2015-10-01,1.7400000095367432,1.7699999809265137,1.7200000286102295,1.7699999809265137,5531700,AMD
2015-10-02,1.8300000429153442,1.8300000429153442,1.7200000286102295,1.7599999904632568,7146100,AMD
2015-10-05,1.7999999523162842,1.8700000047683716,1.7699999809265137,1.8200000524520874,7595600,AMD
2015-10-06,1.8300000429153442,1.8600000143051147,1.7999999523162842,1.7999999523162842,8558400,AMD
2015-10-07,1.8600000143051147,1.8700000047683716,1.8200000524520874,1.8200000524520874,7859200,AMD
2015-10-08,1.9299999475479126,1.9500000476837158,1.850000023841858,1.8700000047683716,9198700,AMD
2015-10-09,1.9600000381469727,1.9600000381469727,1.8899999856948853,1.9199999570846558,8629100,AMD
2015-10-12,1.8700000047683716,1.9600000381469727,1.850000023841858,1.9600000381469727,7686600,AMD
2015-10-13,1.9199999570846558,1.940000057220459,1.8600000143051147,1.8700000047683716,6698400,AMD
2015-10-14,1.9500000476837158,1.9600000381469727,1.9199999570846558,1.9199999570846558,10184300,AMD
2015-10-15,1.9700000286102295,2.059999942779541,1.9500000476837158,1.9700000286102295,27327100,AMD
2015-10-16,1.940000057220459,2.0,1.8899999856948853,2.0,21544900,AMD
2015-10-19,2.009999990463257,2.009999990463257,1.909999966621399,1.909999966621399,10670800,AMD
2015-10-20,2.0199999809265137,2.0299999713897705,1.9700000286102295,2.0,5584200,AMD
2015-10-21,2.0999999046325684,2.119999885559082,2.009999990463257,2.0199999809265137,14944100,AMD
2015-10-22,2.140000104904175,2.1600000858306885,2.0899999141693115,2.0999999046325684,8208400,AMD
2015-10-23,2.2100000381469727,2.2100000381469727,2.0999999046325684,2.0999999046325684,9564200,AMD
2015-10-26,2.1500000953674316,2.2100000381469727,2.119999885559082,2.2100000381469727,6313500,AMD
2015-10-27,2.1500000953674316,2.1600000858306885,2.0999999046325684,2.119999885559082,5755600,AMD
2015-10-28,2.180000066757202,2.200000047683716,2.119999885559082,2.140000104904175,6950600,AMD
2015-10-29,2.130000114440918,2.180000066757202,2.109999895095825,2.1500000953674316,4500400,AMD
2015-10-30,2.119999885559082,2.1500000953674316,2.119999885559082,2.140000104904175,4897100,AMD
2015-11-02,2.190000057220459,2.190000057220459,2.109999895095825,2.130000114440918,5858700,AMD
2015-11-03,2.2799999713897705,2.2899999618530273,2.1600000858306885,2.1600000858306885,8705800,AMD
2015-11-04,2.200000047683716,2.299999952316284,2.180000066757202,2.2699999809265137,8205300,AMD
2015-11-05,2.200000047683716,2.240000009536743,2.1700000762939453,2.2100000381469727,4302200,AMD
2015-11-06,2.1500000953674316,2.2100000381469727,2.130000114440918,2.190000057220459,8997100,AMD
2015-11-09,2.109999895095825,2.180000066757202,2.0999999046325684,2.1500000953674316,6231200,AMD
2015-11-10,2.0199999809265137,2.0999999046325684,2.0199999809265137,2.0899999141693115,6162200,AMD
2015-11-11,2.069999933242798,2.0899999141693115,2.0199999809265137,2.0199999809265137,3532100,AMD
2015-11-12,2.0,2.069999933242798,2.0,2.049999952316284,3576800,AMD
2015-11-13,1.9900000095367432,2.0399999618530273,1.940000057220459,1.9900000095367432,5920200,AMD
2015-11-16,1.9900000095367432,2.0199999809265137,1.9500000476837158,1.9900000095367432,4149700,AMD
2015-11-17,1.9800000190734863,2.0399999618530273,1.9700000286102295,2.009999990463257,5825100,AMD
2015-11-18,2.119999885559082,2.1500000953674316,1.9800000190734863,1.9900000095367432,9384700,AMD
2015-11-19,2.140000104904175,2.1600000858306885,2.0899999141693115,2.0999999046325684,4704300,AMD
2015-11-20,2.2200000286102295,2.25,2.130000114440918,2.140000104904175,10727100,AMD
2015-11-23,2.2200000286102295,2.240000009536743,2.180000066757202,2.2200000286102295,4863200,AMD
2015-11-24,2.3399999141693115,2.4000000953674316,2.1700000762939453,2.200000047683716,15859700,AMD
2015-11-25,2.380000114440918,2.4000000953674316,2.309999942779541,2.359999895095825,6914800,AMD
2015-11-27,2.3299999237060547,2.380000114440918,2.319999933242798,2.369999885559082,2606600,AMD
2015-11-30,2.359999895095825,2.369999885559082,2.25,2.3399999141693115,9924400,AMD
2015-12-01,2.3399999141693115,2.369999885559082,2.309999942779541,2.359999895095825,5646400,AMD
2015-12-02,2.2699999809265137,2.3399999141693115,2.2300000190734863,2.309999942779541,7501700,AMD
2015-12-03,2.2300000190734863,2.309999942779541,2.200000047683716,2.25,7059900,AMD
2015-12-04,2.2799999713897705,2.2899999618530273,2.2100000381469727,2.2300000190734863,4572600,AMD
2015-12-07,2.359999895095825,2.359999895095825,2.2100000381469727,2.259999990463257,8479600,AMD
2015-12-08,2.390000104904175,2.4000000953674316,2.25,2.3399999141693115,9055500,AMD
2015-12-09,2.3499999046325684,2.4000000953674316,2.319999933242798,2.369999885559082,8710000,AMD
2015-12-10,2.450000047683716,2.5,2.3299999237060547,2.359999895095825,13069400,AMD
2015-12-11,2.359999895095825,2.4700000286102295,2.359999895095825,2.4100000858306885,11890000,AMD
2015-12-14,2.3399999141693115,2.390000104904175,2.299999952316284,2.359999895095825,7625700,AMD
2015-12-15,2.359999895095825,2.430000066757202,2.319999933242798,2.3499999046325684,7423900,AMD
2015-12-16,2.5399999618530273,2.549999952316284,2.369999885559082,2.390000104904175,19543600,AMD
2015-12-17,2.559999942779541,2.5999999046325684,2.5199999809265137,2.5199999809265137,11374100,AMD
2015-12-18,2.450000047683716,2.549999952316284,2.4200000762939453,2.509999990463257,17988100,AMD
2015-12-21,2.5299999713897705,2.5299999713897705,2.430000066757202,2.4700000286102295,6876600,AMD
2015-12-22,2.7699999809265137,2.7799999713897705,2.5399999618530273,2.549999952316284,24893200,AMD
2015-12-23,2.8299999237060547,2.940000057220459,2.75,2.759999990463257,30365300,AMD
2015-12-24,2.9200000762939453,3.0,2.859999895095825,2.880000114440918,11890900,AMD
2015-12-28,3.0,3.0199999809265137,2.859999895095825,2.9100000858306885,16050500,AMD
2015-12-29,3.0,3.059999942779541,2.9700000286102295,3.0399999618530273,15300900,AMD
2015-12-30,2.9800000190734863,3.0399999618530273,2.930000066757202,2.990000009536743,10046600,AMD
2015-12-31,2.869999885559082,3.009999990463257,2.869999885559082,2.9700000286102295,11086100,AMD
2016-01-04,2.7699999809265137,2.819999933242798,2.630000114440918,2.7699999809265137,32516800,AMD
2016-01-05,2.75,2.799999952316284,2.640000104904175,2.7699999809265137,12972300,AMD
2016-01-06,2.509999990463257,2.7100000381469727,2.4700000286102295,2.6600000858306885,23759400,AMD
2016-01-07,2.2799999713897705,2.4800000190734863,2.259999990463257,2.430000066757202,22203500,AMD
2016-01-08,2.140000104904175,2.4200000762939453,2.0999999046325684,2.359999895095825,31822400,AMD
2016-01-11,2.3399999141693115,2.359999895095825,2.119999885559082,2.1600000858306885,19629300,AMD
2016-01-12,2.390000104904175,2.4600000381469727,2.2799999713897705,2.4000000953674316,17986100,AMD
2016-01-13,2.25,2.450000047683716,2.2100000381469727,2.4000000953674316,12749700,AMD
2016-01-14,2.2100000381469727,2.3499999046325684,2.2100000381469727,2.2899999618530273,15666600,AMD
2016-01-15,2.0299999713897705,2.130000114440918,1.9900000095367432,2.0999999046325684,21199300,AMD
2016-01-19,1.9500000476837158,2.109999895095825,1.899999976158142,2.0799999237060547,18978900,AMD
2016-01-20,1.7999999523162842,1.9500000476837158,1.75,1.809999942779541,29243600,AMD
2016-01-21,2.0899999141693115,2.180000066757202,1.809999942779541,1.8200000524520874,26387900,AMD
2016-01-22,2.0199999809265137,2.1700000762939453,1.9800000190734863,2.109999895095825,16245500,AMD
2016-01-25,2.119999885559082,2.1500000953674316,2.009999990463257,2.009999990463257,13080900,AMD
2016-01-26,2.069999933242798,2.1500000953674316,2.0299999713897705,2.140000104904175,11097400,AMD
2016-01-27,2.130000114440918,2.180000066757202,2.069999933242798,2.0799999237060547,10833200,AMD
2016-01-28,2.0799999237060547,2.1700000762939453,2.069999933242798,2.1600000858306885,7118400,AMD
2016-01-29,2.200000047683716,2.200000047683716,2.069999933242798,2.0899999141693115,11998100,AMD
2016-02-01,2.140000104904175,2.190000057220459,2.109999895095825,2.1700000762939453,8816100,AMD
2016-02-02,1.9900000095367432,2.140000104904175,1.9600000381469727,2.109999895095825,11224100,AMD
2016-02-03,2.069999933242798,2.0799999237060547,1.9500000476837158,2.0399999618530273,9978600,AMD
2016-02-04,2.0899999141693115,2.1700000762939453,2.0299999713897705,2.059999942779541,8284800,AMD
2016-02-05,1.9800000190734863,2.0799999237060547,1.9800000190734863,2.059999942779541,7914400,AMD
2016-02-08,1.9299999475479126,1.9800000190734863,1.8700000047683716,1.9700000286102295,11589000,AMD
2016-02-09,1.899999976158142,2.0,1.850000023841858,1.8899999856948853,14991500,AMD
2016-02-10,1.840000033378601,1.9800000190734863,1.8300000429153442,1.9199999570846558,9466100,AMD
2016-02-11,1.8600000143051147,1.940000057220459,1.809999942779541,1.8200000524520874,7858300,AMD
2016-02-12,1.8300000429153442,1.909999966621399,1.8200000524520874,1.8899999856948853,9957300,AMD
2016-02-16,1.8300000429153442,1.899999976158142,1.8200000524520874,1.8600000143051147,11853400,AMD
2016-02-17,1.899999976158142,1.940000057220459,1.850000023841858,1.850000023841858,13770200,AMD
2016-02-18,1.909999966621399,1.9800000190734863,1.899999976158142,1.9299999475479126,10823400,AMD
2016-02-19,1.909999966621399,1.9299999475479126,1.8300000429153442,1.9299999475479126,7784100,AMD
2016-02-22,2.009999990463257,2.0399999618530273,1.9299999475479126,1.940000057220459,9895500,AMD
2016-02-23,1.9700000286102295,2.059999942779541,1.9700000286102295,2.0399999618530273,6710600,AMD
2016-02-24,2.0199999809265137,2.0399999618530273,1.9299999475479126,1.9800000190734863,6906200,AMD
2016-02-25,2.0299999713897705,2.0399999618530273,1.9800000190734863,2.0199999809265137,5614400,AMD
2016-02-26,2.069999933242798,2.0999999046325684,2.0299999713897705,2.0399999618530273,7911500,AMD
2016-02-29,2.140000104904175,2.1500000953674316,2.049999952316284,2.059999942779541,11400300,AMD
2016-03-01,2.180000066757202,2.200000047683716,2.119999885559082,2.1600000858306885,9011200,AMD
2016-03-02,2.319999933242798,2.3299999237060547,2.180000066757202,2.200000047683716,10845700,AMD
2016-03-03,2.4600000381469727,2.549999952316284,2.299999952316284,2.319999933242798,22092400,AMD
2016-03-04,2.369999885559082,2.5,2.3399999141693115,2.4200000762939453,15449000,AMD
2016-03-07,2.4700000286102295,2.4700000286102295,2.359999895095825,2.359999895095825,8754300,AMD
2016-03-08,2.299999952316284,2.4600000381469727,2.299999952316284,2.440000057220459,10026900,AMD
2016-03-09,2.259999990463257,2.3499999046325684,2.200000047683716,2.319999933242798,13082400,AMD
2016-03-10,2.259999990463257,2.309999942779541,2.1500000953674316,2.2899999618530273,9603500,AMD
2016-03-11,2.5199999809265137,2.5399999618530273,2.2899999618530273,2.2899999618530273,21382400,AMD
2016-03-14,2.7200000286102295,2.75,2.5,2.5299999713897705,33848000,AMD
2016-03-15,2.490000009536743,2.690000057220459,2.450000047683716,2.6700000762939453,21573600,AMD
2016-03-16,2.630000114440918,2.640000104904175,2.490000009536743,2.5,13015700,AMD
2016-03-17,2.799999952316284,2.809999942779541,2.700000047683716,2.7699999809265137,29000800,AMD
2016-03-18,2.930000066757202,2.930000066757202,2.7699999809265137,2.799999952316284,26330500,AMD
2016-03-21,2.799999952316284,2.9000000953674316,2.75,2.9000000953674316,13464900,AMD
2016-03-22,2.7899999618530273,2.8499999046325684,2.7100000381469727,2.7300000190734863,10315800,AMD
2016-03-23,2.680000066757202,2.8299999237060547,2.680000066757202,2.799999952316284,10167100,AMD
2016-03-24,2.7899999618530273,2.809999942779541,2.619999885559082,2.690000057220459,10040200,AMD
2016-03-28,2.7799999713897705,2.8399999141693115,2.7300000190734863,2.809999942779541,7683700,AMD
2016-03-29,2.859999895095825,2.880000114440918,2.700000047683716,2.740000009536743,13616200,AMD
2016-03-30,2.859999895095825,2.9800000190734863,2.8499999046325684,2.880000114440918,14945900,AMD
2016-03-31,2.8499999046325684,2.880000114440918,2.799999952316284,2.8399999141693115,9071500,AMD
2016-04-01,2.8299999237060547,2.880000114440918,2.759999990463257,2.7899999618530273,8257700,AMD
2016-04-04,2.8299999237060547,2.869999885559082,2.799999952316284,2.8299999237060547,5591100,AMD
2016-04-05,2.759999990463257,2.8399999141693115,2.7200000286102295,2.759999990463257,9640200,AMD
2016-04-06,2.799999952316284,2.799999952316284,2.7200000286102295,2.75,12534600,AMD
2016-04-07,2.640000104904175,2.8299999237060547,2.609999895095825,2.759999990463257,13479200,AMD
2016-04-08,2.740000009536743,2.759999990463257,2.680000066757202,2.700000047683716,8489000,AMD
2016-04-11,2.759999990463257,2.819999933242798,2.740000009536743,2.759999990463257,9045100,AMD
2016-04-12,2.809999942779541,2.8499999046325684,2.759999990463257,2.7899999618530273,16131900,AMD
2016-04-13,2.799999952316284,2.819999933242798,2.7300000190734863,2.7799999713897705,8048000,AMD
2016-04-14,2.7200000286102295,2.7899999618530273,2.700000047683716,2.7699999809265137,8985300,AMD
2016-04-15,2.700000047683716,2.75,2.680000066757202,2.7200000286102295,7487500,AMD
2016-04-18,2.759999990463257,2.799999952316284,2.6500000953674316,2.6700000762939453,8938800,AMD
2016-04-19,2.619999885559082,2.7799999713897705,2.609999895095825,2.7799999713897705,11719900,AMD
2016-04-20,2.700000047683716,2.7200000286102295,2.609999895095825,2.619999885559082,7926100,AMD
2016-04-21,2.619999885559082,2.700000047683716,2.5999999046325684,2.6500000953674316,13957200,AMD
2016-04-22,3.990000009536743,3.990000009536743,3.180000066757202,3.190000057220459,143265300,AMD
2016-04-25,3.450000047683716,3.819999933242798,3.309999942779541,3.809999942779541,80607900,AMD
2016-04-26,3.6600000858306885,3.75,3.440000057220459,3.450000047683716,36336900,AMD
2016-04-27,3.7300000190734863,3.75,3.5299999713897705,3.549999952316284,24186800,AMD
2016-04-28,3.609999895095825,3.799999952316284,3.5999999046325684,3.690000057220459,20230000,AMD
2016-04-29,3.549999952316284,3.690000057220459,3.450000047683716,3.690000057220459,17717800,AMD
2016-05-02,3.740000009536743,3.75,3.569999933242798,3.5799999237060547,16972800,AMD
2016-05-03,3.5999999046325684,3.7100000381469727,3.5799999237060547,3.700000047683716,13784800,AMD
2016-05-04,3.5999999046325684,3.6700000762939453,3.5399999618530273,3.5399999618530273,8688500,AMD
2016-05-05,3.6600000858306885,3.799999952316284,3.609999895095825,3.640000104904175,21529600,AMD
2016-05-06,3.680000066757202,3.75,3.640000104904175,3.6500000953674316,11839300,AMD
2016-05-09,3.6500000953674316,3.680000066757202,3.450000047683716,3.6600000858306885,16299400,AMD
2016-05-10,3.640000104904175,3.680000066757202,3.559999942779541,3.6600000858306885,9415100,AMD
2016-05-11,3.6500000953674316,3.680000066757202,3.5999999046325684,3.609999895095825,7540300,AMD
2016-05-12,3.5899999141693115,3.680000066757202,3.549999952316284,3.6500000953674316,9255800,AMD
2016-05-13,3.6700000762939453,3.7300000190734863,3.549999952316284,3.559999942779541,16470100,AMD
2016-05-16,3.7899999618530273,3.8499999046325684,3.6500000953674316,3.6700000762939453,14703800,AMD
2016-05-17,3.7899999618530273,3.9800000190734863,3.690000057220459,3.799999952316284,20066100,AMD
2016-05-18,3.8399999141693115,3.9700000286102295,3.7699999809265137,3.7899999618530273,19487500,AMD
2016-05-19,3.7699999809265137,3.8499999046325684,3.690000057220459,3.8299999237060547,17696900,AMD
2016-05-20,3.869999885559082,3.9000000953674316,3.809999942779541,3.8299999237060547,13799600,AMD
2016-05-23,4.039999961853027,4.199999809265137,3.880000114440918,3.9000000953674316,35467000,AMD
2016-05-24,4.199999809265137,4.210000038146973,3.9200000762939453,4.090000152587891,34283900,AMD
2016-05-25,4.179999828338623,4.349999904632568,4.150000095367432,4.239999771118164,24703600,AMD
2016-05-26,4.349999904632568,4.380000114440918,4.170000076293945,4.190000057220459,22625700,AMD
2016-05-27,4.599999904632568,4.630000114440918,4.369999885559082,4.389999866485596,34429600,AMD
2016-05-31,4.570000171661377,4.710000038146973,4.5,4.670000076293945,25379200,AMD
2016-06-01,4.429999828338623,4.639999866485596,4.380000114440918,4.599999904632568,29696400,AMD
2016-06-02,4.239999771118164,4.400000095367432,4.070000171661377,4.369999885559082,35335000,AMD
2016-06-03,4.159999847412109,4.199999809265137,4.079999923706055,4.159999847412109,17561800,AMD
2016-06-06,4.46999979019165,4.510000228881836,4.170000076293945,4.199999809265137,21329600,AMD
2016-06-07,4.510000228881836,4.670000076293945,4.46999979019165,4.559999942779541,20676200,AMD
2016-06-08,4.460000038146973,4.559999942779541,4.380000114440918,4.539999961853027,16074300,AMD
2016-06-09,4.519999980926514,4.539999961853027,4.320000171661377,4.409999847412109,16219100,AMD
2016-06-10,4.320000171661377,4.46999979019165,4.300000190734863,4.400000095367432,15106500,AMD
2016-06-13,4.400000095367432,4.480000019073486,4.320000171661377,4.320000171661377,13500700,AMD
2016-06-14,4.389999866485596,4.510000228881836,4.329999923706055,4.400000095367432,16757400,AMD
2016-06-15,4.420000076293945,4.480000019073486,4.300000190734863,4.440000057220459,11575300,AMD
2016-06-16,4.75,4.75,4.460000038146973,4.5,34182700,AMD
2016-06-17,5.260000228881836,5.269999980926514,4.679999828338623,4.75,64894100,AMD
2016-06-20,5.099999904632568,5.449999809265137,5.090000152587891,5.389999866485596,43541300,AMD
2016-06-21,5.449999809265137,5.5,5.090000152587891,5.099999904632568,35864600,AMD
2016-06-22,5.019999980926514,5.519999980926514,4.960000038146973,5.460000038146973,47943300,AMD
