Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-07-13 00:00:00-04:00,8.497366905212402,8.503170696758298,8.369674081144872,8.497366905212402,19864000,0.0,0.0,F
2015-07-14 00:00:00-04:00,8.538001209050476,8.625064222038061,8.468350687953778,8.596043586730957,20830700,0.0,0.0,F
2015-07-15 00:00:00-04:00,8.60765098475457,8.6250634751376,8.479958097035151,8.561217308044434,21892100,0.0,0.0,F
2015-07-16 00:00:00-04:00,8.555412070465755,8.584433253775188,8.387089871510673,8.456740379333496,33938900,0.0,0.0,F
2015-07-17 00:00:00-04:00,8.421914600659004,8.526390075683594,8.404501560210756,8.526390075683594,31718000,0.0,0.0,F
2015-07-20 00:00:00-04:00,8.537999581893306,8.561216417834247,8.433523543392555,8.456740379333496,25428200,0.0,0.0,F
2015-07-21 00:00:00-04:00,8.43352415003456,8.445132845606585,8.3870904748126,8.421916007995605,19334700,0.0,0.0,F
2015-07-22 00:00:00-04:00,8.410306868933628,8.421915563893506,8.329048218346644,8.369677543640137,30909700,0.0,0.0,F
2015-07-23 00:00:00-04:00,8.561216786626627,8.630867297449793,8.468349438862408,8.479957580566406,29440400,0.0,0.0,F
2015-07-24 00:00:00-04:00,8.543804403498884,8.549608197656495,8.311635477669546,8.352265357971191,26050900,0.0,0.0,F
2015-07-27 00:00:00-04:00,8.329047135044576,8.474152481971952,8.259396081410422,8.445131301879883,43857200,0.0,0.0,F
2015-07-28 00:00:00-04:00,8.68310561787524,8.70632245561556,8.474154078212374,8.607650756835938,56398500,0.0,0.0,F
2015-07-29 00:00:00-04:00,8.695603074011876,8.971188764354938,8.683876320799953,8.918416976928711,52125400,0.15,0.0,F
2015-07-30 00:00:00-04:00,8.918413731707082,8.971185499930783,8.771825735169614,8.853915214538574,34980300,0.0,0.0,F
2015-07-31 00:00:00-04:00,8.90082589499041,8.906688991558852,8.63696697779584,8.695602416992188,32654400,0.0,0.0,F
2015-08-03 00:00:00-04:00,8.777692286365832,8.818736760002869,8.707330091907048,8.760101318359375,26702300,0.0,0.0,F
2015-08-04 00:00:00-04:00,8.760100248588271,8.79528162111587,8.7014653732942,8.742509841918945,18845000,0.0,0.0,F
2015-08-05 00:00:00-04:00,8.789417590282664,8.818735306271508,8.631102818645175,8.678010940551758,22490000,0.0,0.0,F
2015-08-06 00:00:00-04:00,8.67801200890888,8.724920136590361,8.57246844203105,8.695602416992188,26811400,0.0,0.0,F
2015-08-07 00:00:00-04:00,8.707328656540604,8.748373123411634,8.648693224562914,8.678010940551758,14279200,0.0,0.0,F
2015-08-10 00:00:00-04:00,8.713192377158885,8.795281875976022,8.683875218256802,8.78941822052002,16804900,0.0,0.0,F
2015-08-11 00:00:00-04:00,8.67801065895685,8.67801065895685,8.566603453652103,8.619375228881836,26971300,0.0,0.0,F
2015-08-12 00:00:00-04:00,8.531425846465867,8.625242122462309,8.425882256375314,8.607651710510254,20864000,0.0,0.0,F
2015-08-13 00:00:00-04:00,8.584195853525642,8.707329829920914,8.554878133586007,8.625240325927734,20560700,0.0,0.0,F
2015-08-14 00:00:00-04:00,8.636966842019937,8.695602280294516,8.60764968207163,8.666284561157227,18398900,0.0,0.0,F
2015-08-17 00:00:00-04:00,8.654559848508475,8.660423505555531,8.543152601370865,8.607651710510254,16028300,0.0,0.0,F
2015-08-18 00:00:00-04:00,8.6135129139551,8.70146607274962,8.595922505871792,8.695602416992188,16853800,0.0,0.0,F
2015-08-19 00:00:00-04:00,8.666286376513028,8.783556718438213,8.654559621915059,8.660423278808594,22521900,0.0,0.0,F
2015-08-20 00:00:00-04:00,8.62523894652778,8.62523894652778,8.443469559322889,8.461060523986816,24108500,0.0,0.0,F
2015-08-21 00:00:00-04:00,8.378974161200158,8.43174595651514,8.115115743814366,8.126842498779297,42103400,0.0,0.0,F
2015-08-24 00:00:00-04:00,7.176949607445792,7.904026081054777,6.121515710071072,7.733983993530273,59805900,0.0,0.0,F
2015-08-25 00:00:00-04:00,8.120977416442747,8.126840512897944,7.563942432403564,7.5639424324035645,47961800,0.0,0.0,F
2015-08-26 00:00:00-04:00,7.728123298799763,7.8278032320308,7.487718951309301,7.745713710784912,48377900,0.0,0.0,F
2015-08-27 00:00:00-04:00,7.892299925361443,8.015433898667244,7.757438640698433,7.950935363769531,42067900,0.0,0.0,F
2015-08-28 00:00:00-04:00,7.939207241049371,8.11511297910762,7.933343585970014,8.056477546691895,25699000,0.0,0.0,F
2015-08-31 00:00:00-04:00,8.068207141903326,8.173750167278705,7.921619078536721,8.132705688476562,38210300,0.0,0.0,F
2015-09-01 00:00:00-04:00,8.179612854879588,8.2968831798406,7.974389925995072,8.04475212097168,50482900,0.0,0.0,F
2015-09-02 00:00:00-04:00,8.203067891789843,8.208931548529886,7.991981281850002,8.132705688476562,29602800,0.0,0.0,F
2015-09-03 00:00:00-04:00,8.173750054736312,8.249975913740101,8.079933784943671,8.11511516571045,27560400,0.0,0.0,F
2015-09-04 00:00:00-04:00,8.021297554345848,8.033024306514076,7.857118550478793,7.950935363769531,31138400,0.0,0.0,F
2015-09-08 00:00:00-04:00,8.07407162752714,8.079934725680005,7.939210304606683,8.015436172485352,30030100,0.0,0.0,F
2015-09-09 00:00:00-04:00,8.097522880654129,8.115113287371472,7.898163073894416,7.933343887329102,30846300,0.0,0.0,F
2015-09-10 00:00:00-04:00,7.927482826519608,8.109251714040413,7.827802897547905,8.050616264343262,38696300,0.0,0.0,F
2015-09-11 00:00:00-04:00,8.062342041170488,8.097523416120568,7.933344411938846,8.038887977600098,22804500,0.0,0.0,F
2015-09-14 00:00:00-04:00,8.044752347618953,8.08579682271441,7.991980560102487,8.079933166503906,26093500,0.0,0.0,F
2015-09-15 00:00:00-04:00,8.091660580065891,8.42588115959569,8.085796923782096,8.390700340270996,46666700,0.0,0.0,F
2015-09-16 00:00:00-04:00,8.396560214927058,8.654555400510072,8.355515755070645,8.584193229675293,41675000,0.0,0.0,F
2015-09-17 00:00:00-04:00,8.566606429602338,8.724921810288656,8.478653813124893,8.56074333190918,37709000,0.0,0.0,F
2015-09-18 00:00:00-04:00,8.466926086287604,8.490380153483285,8.33206533970971,8.373109817504883,40712200,0.0,0.0,F
2015-09-21 00:00:00-04:00,8.326198494305917,8.46105974842307,8.296880781742287,8.396560668945312,20764100,0.0,0.0,F
2015-09-22 00:00:00-04:00,8.214795337442833,8.238249405591294,8.050616301214516,8.162023544311523,44081000,0.0,0.0,F
2015-09-23 00:00:00-04:00,8.167886460949234,8.179613214366205,7.921618488113344,8.0212984085083,31598400,0.0,0.0,F
2015-09-24 00:00:00-04:00,7.9567988029964365,8.03302465253477,7.78089359857306,8.003706932067871,32462000,0.0,0.0,F
2015-09-25 00:00:00-04:00,8.132703694088814,8.132703694088814,7.921617135913856,7.933343887329102,35967400,0.0,0.0,F
2015-09-28 00:00:00-04:00,7.892300547244614,7.921618268758782,7.657759893509317,7.692940711975098,41124700,0.0,0.0,F
2015-09-29 00:00:00-04:00,7.704667184754126,7.745711654888332,7.628441340798483,7.7105302810668945,44417400,0.0,0.0,F
2015-09-30 00:00:00-04:00,7.839527764656522,7.962661732025533,7.780892888264442,7.956798076629639,40205300,0.0,0.0,F
2015-10-01 00:00:00-04:00,8.068207970185133,8.079934725680005,7.898165821590917,8.015436172485352,33326900,0.0,0.0,F
2015-10-02 00:00:00-04:00,7.915753472935622,8.214793182785204,7.868845348942231,8.203065872192383,30097000,0.0,0.0,F
2015-10-05 00:00:00-04:00,8.27929471928265,8.367247903093435,8.150297051873656,8.32033920288086,38611900,0.0,0.0,F
2015-10-06 00:00:00-04:00,8.320337583243525,8.466925635204179,8.296883517297383,8.390700340270996,27045900,0.0,0.0,F
2015-10-07 00:00:00-04:00,8.496244221982339,8.648695945739746,8.478653810530053,8.648695945739746,33389600,0.0,0.0,F
2015-10-08 00:00:00-04:00,8.631103437530712,8.801145531432022,8.607649374895667,8.78941822052002,25994700,0.0,0.0,F
2015-10-09 00:00:00-04:00,8.812872656975859,8.853917687719939,8.68973868312159,8.777691841125488,29216500,0.0,0.0,F
2015-10-12 00:00:00-04:00,8.78355598449707,8.795283297304222,8.7073306880068,8.78355598449707,14372100,0.0,0.0,F
2015-10-13 00:00:00-04:00,8.72492050072449,8.853918136826769,8.695602779902742,8.760101318359375,30615400,0.0,0.0,F
2015-10-14 00:00:00-04:00,8.760098626028967,8.81873404965144,8.713190510806527,8.801143646240234,22314500,0.0,0.0,F
2015-10-15 00:00:00-04:00,8.912551902416947,8.930142309030071,8.789417937747185,8.92427921295166,27437600,0.0,0.0,F
2015-10-16 00:00:00-04:00,8.941870803216604,8.965324868201742,8.85978129617411,8.959461212158203,24240500,0.0,0.0,F
2015-10-19 00:00:00-04:00,8.930143737656023,9.006369590759277,8.883235606390794,9.006369590759277,17863000,0.0,0.0,F
2015-10-20 00:00:00-04:00,8.953598382987947,9.147094564697518,8.953598382987947,9.018096923828125,29453800,0.0,0.0,F
2015-10-21 00:00:00-04:00,9.14709467939307,9.199865908457262,9.000506627218112,9.035687446594238,34039800,0.0,0.0,F
2015-10-22 00:00:00-04:00,9.08259560508627,9.164685115852093,9.029823816678887,9.135367393493652,23484400,0.0,0.0,F
2015-10-23 00:00:00-04:00,9.211593027279074,9.235047092766157,9.082595387505602,9.188138961791992,28592800,0.0,0.0,F
2015-10-26 00:00:00-04:00,9.223319312468888,9.28781840867768,9.129503055280468,9.194002151489258,38062300,0.0,0.0,F
2015-10-27 00:00:00-04:00,8.80114757410869,8.883236532789061,8.678013576899042,8.730785369873047,64579700,0.0,0.0,F
2015-10-28 00:00:00-04:00,8.754476792252154,8.884787162129664,8.689321889753176,8.86701774597168,34485300,0.15,0.0,F
2015-10-29 00:00:00-04:00,8.849251095725844,8.861097754209863,8.653785749777667,8.72486400604248,32247000,0.0,0.0,F
2015-10-30 00:00:00-04:00,8.730783638520538,8.855170675536293,8.66562873908544,8.772246360778809,29225800,0.0,0.0,F
2015-11-02 00:00:00-05:00,8.760398518871487,8.825553409467645,8.713013041187107,8.736705780029297,30295900,0.0,0.0,F
2015-11-03 00:00:00-05:00,8.754476380576895,8.80778519142358,8.718937549932125,8.772246360778809,25878800,0.0,0.0,F
2015-11-04 00:00:00-05:00,8.784091633704822,8.801861047377198,8.671551260607147,8.677474021911621,27166400,0.0,0.0,F
2015-11-05 00:00:00-05:00,8.707090354260382,8.713013680625497,8.588626651355513,8.630088806152344,21877700,0.0,0.0,F
2015-11-06 00:00:00-05:00,8.594553889566786,8.618246640931611,8.517552306411165,8.60047721862793,24085700,0.0,0.0,F
2015-11-09 00:00:00-05:00,8.600474110850625,8.606396872891832,8.446471000188335,8.487933158874512,25257400,0.0,0.0,F
2015-11-10 00:00:00-05:00,8.487933828714251,8.493857156102452,8.375393432736367,8.458317756652832,22197200,0.0,0.0,F
2015-11-11 00:00:00-05:00,8.458317588379346,8.517549731323795,8.399086010314479,8.47608757019043,16893000,0.0,0.0,F
2015-11-12 00:00:00-05:00,8.41685546017241,8.452394859054024,8.3043150659932,8.316161155700684,20283700,0.0,0.0,F
2015-11-13 00:00:00-05:00,8.30431403738974,8.333929540429953,8.227312486750263,8.245081901550293,25482700,0.0,0.0,F
2015-11-16 00:00:00-05:00,8.203620761521472,8.339853899995232,8.203620761521472,8.316161155700684,22636000,0.0,0.0,F
2015-11-17 00:00:00-05:00,8.30431424365074,8.511625594478945,8.29839091694377,8.381315231323242,25188600,0.0,0.0,F
2015-11-18 00:00:00-05:00,8.428701973995746,8.588628429690823,8.399086465797053,8.564935684204102,26250400,0.0,0.0,F
2015-11-19 00:00:00-05:00,8.559010584409425,8.665628199463551,8.541241170193567,8.630088806152344,23593800,0.0,0.0,F
2015-11-20 00:00:00-05:00,8.659705662294582,8.742630544325037,8.612320176814192,8.647859573364258,18906200,0.0,0.0,F
2015-11-23 00:00:00-05:00,8.647860243081267,8.724861239290437,8.594551426567543,8.618244171142578,18273900,0.0,0.0,F
2015-11-24 00:00:00-05:00,8.535319282690164,8.665629660292646,8.48201046617644,8.618244171142578,21251800,0.0,0.0,F
2015-11-25 00:00:00-05:00,8.612320843778921,8.695245732231335,8.600474753931199,8.618244171142578,12627000,0.0,0.0,F
2015-11-27 00:00:00-05:00,8.612319047563812,8.641935113325673,8.588626307930218,8.606395721435547,7760600,0.0,0.0,F
2015-11-30 00:00:00-05:00,8.612320199812583,8.618243526733336,8.464240416071048,8.487933158874512,27860300,0.0,0.0,F
2015-12-01 00:00:00-05:00,8.482009472963743,8.624166488647461,8.464240057833099,8.624166488647461,29142200,0.0,0.0,F
2015-12-02 00:00:00-05:00,8.647857862843159,8.659703949430362,8.434622655479163,8.4464693069458,21398100,0.0,0.0,F
2015-12-03 00:00:00-05:00,8.476089322140437,8.49385874274476,8.251007923260152,8.280623435974121,29847300,0.0,0.0,F
2015-12-04 00:00:00-05:00,8.339851467716587,8.446469068387323,8.292465992947243,8.410929679870605,28354100,0.0,0.0,F
2015-12-07 00:00:00-05:00,8.405007573000832,8.410930899425717,8.304313848175303,8.363545417785645,14530600,0.0,0.0,F
2015-12-08 00:00:00-05:00,8.310237088283172,8.351699810765577,8.221389446311434,8.274698257446289,30356900,0.0,0.0,F
2015-12-09 00:00:00-05:00,8.239158175678757,8.375391855555101,8.174003281316711,8.227312088012695,25196900,0.0,0.0,F
2015-12-10 00:00:00-05:00,8.239158917117573,8.34577654010402,8.227312828385488,8.26877498626709,22039300,0.0,0.0,F
2015-12-11 00:00:00-05:00,8.197696883063612,8.245082368466791,8.043693773063508,8.079233169555664,29576400,0.0,0.0,F
2015-12-14 00:00:00-05:00,8.091080326701235,8.13846581836054,7.937077196368683,8.067387580871582,26825200,0.0,0.0,F
2015-12-15 00:00:00-05:00,8.138465887185472,8.29246901882039,8.126619796610276,8.21546745300293,43728500,0.0,0.0,F
2015-12-16 00:00:00-05:00,8.292469206977946,8.505703926086426,8.286545879116137,8.505703926086426,40683800,0.0,0.0,F
2015-12-17 00:00:00-05:00,8.51162816334908,8.517551491843752,8.2628540153698,8.280623435974121,26179800,0.0,0.0,F
2015-12-18 00:00:00-05:00,8.221389083351093,8.239158497985047,8.126618118797342,8.174003601074219,40453000,0.0,0.0,F
2015-12-21 00:00:00-05:00,8.227314159759091,8.262852996585906,8.097003773341642,8.132542610168457,31598000,0.0,0.0,F
2015-12-22 00:00:00-05:00,8.25100384374392,8.4405457428213,8.233233867045852,8.410929679870605,50646600,0.0,0.0,F
2015-12-23 00:00:00-05:00,8.452395669969032,8.517550581810047,8.44647234210722,8.505703926086426,22172300,0.0,0.0,F
2015-12-24 00:00:00-05:00,8.499780314392293,8.511626404053434,8.440548171447844,8.47608757019043,9000100,0.0,0.0,F
2015-12-28 00:00:00-05:00,8.45831661611719,8.493856010774609,8.38723839168186,8.39908504486084,13697500,0.0,0.0,F
2015-12-29 00:00:00-05:00,8.458315557770424,8.470162209467091,8.381314016380426,8.428699493408203,18867800,0.0,0.0,F
2015-12-30 00:00:00-05:00,8.428699645981746,8.446469623848412,8.363544755109002,8.393160820007324,13800300,0.0,0.0,F
2015-12-31 00:00:00-05:00,8.375392627135112,8.387238715892488,8.316160488709615,8.345776557922363,19881000,0.0,0.0,F
2016-01-04 00:00:00-05:00,8.215466119545443,8.292467672864731,8.144387892992146,8.274698257446289,38618500,0.0,0.0,F
2016-01-05 00:00:00-05:00,8.27469913455819,8.292468551860177,8.002232288116172,8.126619338989258,50267500,0.0,0.0,F
2016-01-06 00:00:00-05:00,8.031846686464187,8.031846686464187,7.729763830882953,7.765302658081055,61285500,0.0,0.0,F
2016-01-07 00:00:00-05:00,7.640917512878807,7.72384240487394,7.463222203414342,7.522453784942627,57846700,0.0,0.0,F
2016-01-08 00:00:00-05:00,7.729764817033049,7.759380886729483,7.40398918013136,7.427681922912598,46199400,0.0,0.0,F
2016-01-11 00:00:00-05:00,7.581683233822321,7.593529319961349,7.433603485368288,7.563913822174072,41269100,0.0,0.0,F
2016-01-12 00:00:00-05:00,7.717919937212994,7.723843265489703,7.4513763784375335,7.611302852630615,50983700,0.0,0.0,F
2016-01-13 00:00:00-05:00,7.540222059658218,7.605377523803899,7.143368772463151,7.226293087005615,102174700,0.0,0.0,F
2016-01-14 00:00:00-05:00,7.220370292663574,7.291449088768691,7.001212271831574,7.220370292663574,62938600,0.0,0.0,F
2016-01-15 00:00:00-05:00,6.995290203376972,7.107830606093078,6.85905648968945,7.090061187744141,69030000,0.0,0.0,F
